date,url
2020-02-01,http://timesofindia.indiatimes.com//city/kochi/postpone-marriages-minister-to-kin-of-home-quarantined/articleshow/73817545.cms
2020-02-01,http://timesofindia.indiatimes.com//city/hyderabad/4-new-suspected-coronavirus-cases-in-hyd-govt-says-no-need-to-panic/articleshow/73815761.cms
2020-02-01,http://timesofindia.indiatimes.com//city/pune/doctors-on-alert-as-reports-suggest-novel-coronavirus-conjunctivitis-link/articleshow/73817629.cms
2020-02-01,http://timesofindia.indiatimes.com//city/visakhapatnam/port-vct-step-up-to-deal-with-coronavirus-threat/articleshow/73816022.cms
2020-02-01,http://timesofindia.indiatimes.com//city/bareilly/novel-coronavirus-health-camps-to-come-up-at-26-pilibhit-villages-near-indo-nepal-border/articleshow/73816040.cms
2020-02-01,http://timesofindia.indiatimes.com//city/kochi/kuhs-to-sensitize-1l-students-on-virus/articleshow/73817873.cms
2020-02-01,http://timesofindia.indiatimes.com//city/bhubaneswar/coronavirus-scare-crew-of-3-ships-denied-permission-to-disembark-at-paradip-port/articleshow/73816122.cms
2020-02-01,http://timesofindia.indiatimes.com//city/dehradun/condition-of-girl-suspected-for-coronavirus-improving-aiims/articleshow/73814556.cms
2020-02-01,http://timesofindia.indiatimes.com//city/madurai/hc-seeks-govts-reply-on-plea-to-facilitate-return-of-tamils-in-china/articleshow/73817935.cms
2020-02-01,http://timesofindia.indiatimes.com//city/bengaluru/coronavirus-scare-testing-time-for-family-after-neighbours-panic/articleshow/73816330.cms
2020-02-01,http://timesofindia.indiatimes.com//city/nagpur/schools-principals-want-to-bust-coronavirus-myths/articleshow/73818134.cms
2020-02-01,http://timesofindia.indiatimes.com//city/lucknow/city-woman-under-coronavirus-scanner/articleshow/73819294.cms
2020-02-01,http://timesofindia.indiatimes.com//city/jaipur/coronavirus-centre-readies-250-bed-facility-in-alwar-dist/articleshow/73818203.cms
2020-02-01,http://timesofindia.indiatimes.com//city/mysuru/mysuru-hospitals-told-to-spare-rooms-to-quarantine-people-if-required/articleshow/73815039.cms
2020-02-01,http://timesofindia.indiatimes.com//city/bhubaneswar/back-from-china-youth-in-hosp-over-coronavirus-scare/articleshow/73816773.cms
2020-02-01,http://timesofindia.indiatimes.com//city/goa/man-tests-negative-for-coronavirus/articleshow/73818573.cms
2020-02-01,http://timesofindia.indiatimes.com//city/mangaluru/dc-says-no-need-to-panic-over-coronavirus-outbreak/articleshow/73815302.cms
2020-02-01,http://timesofindia.indiatimes.com//city/mumbai/coronavirus-outbreak-heavy-duty-n95-mask-not-necessary-outside-hospitals/articleshow/73823177.cms
2020-02-01,http://timesofindia.indiatimes.com//city/chennai/coronavirus-outbreak-2-in-isolation-300-quarantined-at-home/articleshow/73823530.cms
2020-02-02,http://timesofindia.indiatimes.com//city/agra/coronavirus-up-tourism-issues-alert-on-arrival-of-two-chinese-nationals-in-agra/articleshow/73851047.cms
2020-02-02,http://timesofindia.indiatimes.com//city/vadodara/eunuchs-to-perform-yagna-pray-for-coronavirus-victims/articleshow/73853574.cms
2020-02-02,http://timesofindia.indiatimes.com//city/chennai/tn-puts-interstate-borders-on-vigil-as-precaution-against-coronavirus/articleshow/73854322.cms
2020-02-02,http://timesofindia.indiatimes.com//city/hyderabad/3-new-suspected-ncov-cases-in-city-7-results-awaited-from-niv/articleshow/73852903.cms
2020-02-02,http://timesofindia.indiatimes.com//city/salem/students-back-from-china-under-health-depts-lens/articleshow/73855347.cms
2020-02-02,http://timesofindia.indiatimes.com//city/ahmedabad/ports-gear-up-to-deal-with-novel-coronavirus-threat/articleshow/73855359.cms
2020-02-02,http://timesofindia.indiatimes.com//city/udaipur/coronavirus-scare-chinese-womanquarantined-at-citys-sms-hospital/articleshow/73868105.cms
2020-02-02,http://timesofindia.indiatimes.com//city/bengaluru/coronavirus-scare-masks-sell-like-hot-cakes/articleshow/73854143.cms
2020-02-02,http://timesofindia.indiatimes.com//city/kochi/mbbs-student-prefers-prayers-officials-raise-point-of-law/articleshow/73853407.cms
2020-02-02,http://timesofindia.indiatimes.com//city/pune/army-playing-role-to-check-coronavirus-says-general-naravane/articleshow/73853813.cms
2020-02-02,http://timesofindia.indiatimes.com//city/pune/one-more-isolated-to-rule-out-coronavirus/articleshow/73853854.cms
2020-02-02,http://timesofindia.indiatimes.com//city/bhubaneswar/coronavirus-phulbani-man-admitted-in-scb-with-flu-like-symptoms/articleshow/73852414.cms
2020-02-02,http://timesofindia.indiatimes.com//city/goa/two-us-nationals-flying-from-china-kept-at-ncov-ward/articleshow/73855022.cms
2020-02-02,http://timesofindia.indiatimes.com//city/visakhapatnam/meets-on-coronavirus-control-measures/articleshow/73852854.cms
2020-02-02,http://timesofindia.indiatimes.com//city/chandigarh/six-from-mohali-tested-negative-for-coronavirus/articleshow/73859827.cms
2020-02-03,http://timesofindia.indiatimes.com//india/kerala-confirms-2nd-coronavirus-case-patient-stable/articleshow/73882968.cms
2020-02-03,http://timesofindia.indiatimes.com//india/on-rescue-operation-ai-left-nothing-to-chance/articleshow/73883696.cms
2020-02-03,http://timesofindia.indiatimes.com//city/amaravati/56-engineers-from-andhra-pradesh-in-quarantine-at-manesar/articleshow/73885600.cms
2020-02-03,http://timesofindia.indiatimes.com//city/kolkata/kolkata-coronavirus-transmission-by-silent-carriers-a-worry/articleshow/73885683.cms
2020-02-03,http://timesofindia.indiatimes.com//city/pune/2-isolated-to-rule-out-infection-by-novel-coronavirus/articleshow/73886510.cms
2020-02-03,http://timesofindia.indiatimes.com//city/chennai/coronavirus-outbreak-eight-chinese-nationals-admitted-to-isolation-ward-at-chennai-government-hospital/articleshow/73886512.cms
2020-02-03,http://timesofindia.indiatimes.com//city/kochi/indias-second-coronavirus-case-reported-in-keralas-alappuzha/articleshow/73888106.cms
2020-02-03,http://timesofindia.indiatimes.com//city/gurgaon/coronavirus-outbreak-32-of-323-indians-flown-in-from-wuhan-taken-to-manesar-facility/articleshow/73887734.cms
2020-02-03,http://timesofindia.indiatimes.com//city/goa/coronavirus-outbreak-local-man-placed-in-gmcs-isolation-ward/articleshow/73887802.cms
2020-02-03,http://timesofindia.indiatimes.com//city/kozhikode/coronavirus-scare-kerala-has-put-75-people-in-isolation-wards/articleshow/73888747.cms
2020-02-03,http://timesofindia.indiatimes.com//city/chennai/dont-panic-on-novel-coronavirus-health-minister-c-vijaya-baskar/articleshow/73888831.cms
2020-02-03,http://timesofindia.indiatimes.com//city/amaravati/andhra-techie-due-for-wedding-on-february-18-stranded-in-wuhan-seeks-aid/articleshow/73889011.cms
2020-02-03,http://timesofindia.indiatimes.com//city/trichy/coronavirus-scare-madurai-man-flying-in-from-singapore-admitted-to-isolation-ward-in-trichy-government-hospital/articleshow/73889116.cms
2020-02-03,http://timesofindia.indiatimes.com//city/bengaluru/coronavirus-outbreak-9-samples-sent-for-test/articleshow/73889251.cms
2020-02-03,http://timesofindia.indiatimes.com//city/chennai/coronavirus-special-ward-at-vellore-government-medical-college-hospital/articleshow/73889550.cms
2020-02-03,http://timesofindia.indiatimes.com//india/latest-on-the-coronavirus-spreading-in-china-and-beyond/articleshow/73889384.cms
2020-02-03,http://timesofindia.indiatimes.com//city/jaipur/chinese-woman-three-others-test-negative-for-coronavirus/articleshow/73889668.cms
2020-02-03,http://timesofindia.indiatimes.com//city/mumbai/mumbai-two-foreigners-isolated-over-coronavirus-fear-discharged/articleshow/73889696.cms
2020-02-03,http://timesofindia.indiatimes.com//city/gurgaon/coronavirus-outbreak-29-under-watch-in-haryana/articleshow/73891210.cms
2020-02-03,http://timesofindia.indiatimes.com//india/3rd-case-of-coronavirus-tested-positive-in-keralas-kasargod/articleshow/73892290.cms
2020-02-04,http://timesofindia.indiatimes.com//city/amaravati/coronavirus-scare-hits-chilli-exports-from-ap-t-to-china/articleshow/73931176.cms
2020-02-04,http://timesofindia.indiatimes.com//city/pune/chinese-students-at-sppu-cancel-holidays/articleshow/73915117.cms
2020-02-04,http://timesofindia.indiatimes.com//city/pune/isolate-test-every-wuhan-traveller/articleshow/73915145.cms
2020-02-04,http://timesofindia.indiatimes.com//city/chennai/8-chinese-flyers-test-negative-for-ncov/articleshow/73916475.cms
2020-02-04,http://timesofindia.indiatimes.com//city/udaipur/china-woman-virus-suspect/articleshow/73915217.cms
2020-02-04,http://timesofindia.indiatimes.com//city/bhopal/corona-scare-passengers-at-rly-stns-airport-to-be-tested/articleshow/73915242.cms
2020-02-04,http://timesofindia.indiatimes.com//city/chennai/7k-screened-at-city-airport-samples-tested-so-far-negative/articleshow/73916522.cms
2020-02-04,http://timesofindia.indiatimes.com//city/hyderabad/800-passengers-being-screened-for-coronavirus-at-airport-daily/articleshow/73915255.cms
2020-02-04,http://timesofindia.indiatimes.com//city/bhopal/gwalior-health-official-transferred-3-days-after-coronavirus-suspect-was-sent-home/articleshow/73915316.cms
2020-02-04,http://timesofindia.indiatimes.com//city/jaipur/over-5000-air-passengers-screened-for-coronavirus/articleshow/73915339.cms
2020-02-04,http://timesofindia.indiatimes.com//city/meerut/forest-dept-plans-no-fruit-bat-coronavirus-link-campaign/articleshow/73913809.cms
2020-02-04,http://timesofindia.indiatimes.com//city/bhopal/19-suspects-screened-for-coronavirus-in-mp/articleshow/73915497.cms
2020-02-04,http://timesofindia.indiatimes.com//city/indore/relief-in-indore-after-2-suspects-test-negative-for-coronavirus/articleshow/73913886.cms
2020-02-04,http://timesofindia.indiatimes.com//city/ahmedabad/coronavirus-demand-for-n95-masks-rises/articleshow/73915621.cms
2020-02-04,http://timesofindia.indiatimes.com//city/kolkata/three-co-flyers-of-kochi-woman-in-id-hospital/articleshow/73915735.cms
2020-02-04,http://timesofindia.indiatimes.com//city/kolkata/cisf-distributes-masks-to-personnel-at-airport-to-guard-against-virus/articleshow/73915745.cms
2020-02-04,http://timesofindia.indiatimes.com//city/trichy/when-memes-spread-faster-than-coronavirus/articleshow/73915779.cms
2020-02-04,http://timesofindia.indiatimes.com//city/bareilly/coronavirus-rumours-spread-after-woman-admitted-to-isolation-ward/articleshow/73914277.cms
2020-02-04,http://timesofindia.indiatimes.com//city/gurgaon/hisar-man-in-hospital-with-coronavirus-symptoms/articleshow/73915769.cms
2020-02-04,http://timesofindia.indiatimes.com//city/trichy/foreigners-to-face-virus-screening-at-big-temple-fest/articleshow/73915801.cms
2020-02-04,http://timesofindia.indiatimes.com//city/trichy/health-dept-calls-for-personal-hygiene-to-fight-coronavirus/articleshow/73915815.cms
2020-02-04,http://timesofindia.indiatimes.com//city/dehradun/another-case-of-suspected-coronavirus-in-ukhand-patient-admitted-in-aiims-rishikesh/articleshow/73913092.cms
2020-02-04,http://timesofindia.indiatimes.com//city/goa/coronavirus-need-not-rush-to-buy-masks-may-trigger-shortage-say-docs/articleshow/73916141.cms
2020-02-04,http://timesofindia.indiatimes.com//city/goa/govt-should-issue-travel-advisory-rane/articleshow/73916147.cms
2020-02-04,http://timesofindia.indiatimes.com//city/kolkata/kolkata-china-flights-go-off-the-radar/articleshow/73917364.cms
2020-02-05,http://timesofindia.indiatimes.com//city/bhopal/coronavirus-scare-hits-tourism-industry-in-madhya-pradesh/articleshow/73945336.cms
2020-02-05,http://timesofindia.indiatimes.com//business/india-business/amid-coronavirus-fear-chinese-executives-to-give-auto-expo-a-miss/articleshow/73945487.cms
2020-02-05,http://timesofindia.indiatimes.com//city/patna/two-return-from-china-kept-in-isolation-in-bettiah-bhagalpur/articleshow/73942566.cms
2020-02-05,http://timesofindia.indiatimes.com//business/india-business/corona-virus-lockdown-may-create-hiccups-for-motown/articleshow/73944160.cms
